Date,Adj Close
2007-12-28,64.5
2008-01-02,65.0
2008-01-03,65.1500015258789
2008-01-04,61.400001525878906
2008-01-07,60.380001068115234
2008-01-08,62.040000915527344
2008-01-09,56.70000076293945
2008-01-10,56.68999862670898
2008-01-11,56.0099983215332
2008-01-14,54.5
2008-01-15,53.09999847412109
2008-01-16,54.22999954223633
2008-01-17,54.68000030517578
2008-01-18,55.970001220703125
2008-01-22,53.56999969482422
2008-01-23,49.720001220703125
2008-01-24,50.93000030517578
2008-01-25,52.70000076293945
2008-01-28,51.959999084472656
2008-01-29,49.869998931884766
2008-01-30,51.0
2008-01-31,50.0
2008-02-01,50.369998931884766
2008-02-04,50.79999923706055
2008-02-05,49.75
2008-02-06,48.84000015258789
2008-02-07,47.869998931884766
2008-02-08,50.400001525878906
2008-02-11,51.04999923706055
2008-02-12,52.119998931884766
2008-02-13,51.97999954223633
2008-02-14,51.650001525878906
2008-02-15,49.900001525878906
2008-02-19,49.75
2008-02-20,49.900001525878906
2008-02-21,49.33000183105469
2008-02-22,48.0
2008-02-25,48.459999084472656
2008-02-26,47.40999984741211
2008-02-27,46.869998931884766
2008-02-28,45.15999984741211
2008-02-29,43.31999969482422
2008-03-03,41.72999954223633
2008-03-04,40.5
2008-03-05,43.25
2008-03-06,42.18000030517578
2008-03-07,41.63999938964844
2008-03-10,41.61000061035156
2008-03-11,42.45000076293945
2008-03-12,43.52000045776367
2008-03-13,42.119998931884766
2008-03-14,43.5
2008-03-17,41.91999816894531
2008-03-18,43.90999984741211
2008-03-19,46.86000061035156
2008-03-20,45.83000183105469
2008-03-25,48.290000915527344
2008-03-26,47.34000015258789
2008-03-27,45.95000076293945
2008-03-28,45.31999969482422
2008-03-31,44.09999847412109
2008-04-01,47.810001373291016
2008-04-02,50.22999954223633
2008-04-03,48.38999938964844
2008-04-04,47.88999938964844
2008-04-07,49.4900016784668
2008-04-08,49.33000183105469
2008-04-09,47.68999862670898
2008-04-10,46.709999084472656
2008-04-11,46.5
2008-04-14,46.16999816894531
2008-04-15,45.060001373291016
2008-04-16,45.95000076293945
2008-04-17,46.720001220703125
2008-04-18,50.5099983215332
2008-04-21,50.41999816894531
2008-04-22,49.2400016784668
2008-04-23,50.79999923706055
2008-04-24,49.18000030517578
2008-04-25,50.2599983215332
2008-04-28,52.06999969482422
2008-04-29,51.5099983215332
2008-04-30,51.9900016784668
2008-05-02,50.43000030517578
2008-05-05,50.400001525878906
2008-05-06,48.619998931884766
2008-05-07,49.11000061035156
2008-05-08,46.79999923706055
2008-05-09,47.09000015258789
2008-05-12,47.130001068115234
2008-05-13,47.70000076293945
2008-05-14,48.83000183105469
2008-05-15,47.75
2008-05-16,48.81999969482422
2008-05-19,53.29999923706055
2008-05-20,51.77999877929688
2008-05-21,50.56999969482422
2008-05-22,49.220001220703125
2008-05-23,49.400001525878906
2008-05-27,50.5
2008-05-28,51.470001220703125
2008-05-29,52.61000061035156
2008-05-30,51.61000061035156
2008-06-02,52.4900016784668
2008-06-03,51.9900016784668
2008-06-04,52.810001373291016
2008-06-05,54.08000183105469
2008-06-06,52.380001068115234
2008-06-09,51.34999847412109
2008-06-10,51.0
2008-06-11,50.2400016784668
2008-06-12,50.09999847412109
2008-06-13,52.0099983215332
