index,Date,Adj Close,Predicted Adj Close Polyfit,Predicted Adj Close Savgol,Predicted Adj Close Savgol Shifted,Adj Close Shifted,Predicted Adj Close Polyfit Shifted,Savgol prediction,reality,Polyfit prediction
39,2010-08-24,1.2799999713897705,1.327354999383278,1.2904871818842787,1.2964766862631574,1.3266669511795044,1.299711076418525,1,1,1
40,2010-08-25,1.3266669511795044,1.299711076418525,1.2964766862631574,1.3041959452052427,1.3166669607162476,1.360489567120851,-1,-1,1
41,2010-08-26,1.3166669607162476,1.360489567120851,1.3041959452052427,1.3088614710147628,1.3133330345153809,1.3273786346117715,-1,-1,1
42,2010-08-27,1.3133330345153809,1.3273786346117715,1.3088614710147628,1.3188747074088407,1.324666976928711,1.2906884431838748,1,1,-1
43,2010-08-30,1.324666976928711,1.2906884431838748,1.3188747074088407,1.333705695614213,1.2986669540405271,1.2951777259508468,1,-1,-1
44,2010-08-31,1.2986669540405271,1.2951777259508468,1.333705695614213,1.362863790184846,1.363332986831665,1.2868226528167972,1,1,-1
45,2010-09-01,1.363332986831665,1.2868226528167972,1.362863790184846,1.3804637271917386,1.4040000438690186,1.3997992118200813,1,1,1
46,2010-09-02,1.4040000438690186,1.3997992118200813,1.3804637271917386,1.4016349015431122,1.4033329486846924,1.4837111155194194,-1,-1,1
47,2010-09-03,1.4033329486846924,1.4837111155194194,1.4016349015431122,1.4009641119628344,1.369333028793335,1.451599458853397,-1,-1,1
48,2010-09-07,1.369333028793335,1.451599458853397,1.4009641119628344,1.3838239938416192,1.3933329582214355,1.385777366161367,1,1,1
49,2010-09-08,1.3933329582214355,1.385777366161367,1.3838239938416192,1.3649423185868035,1.380666971206665,1.3484439293543602,-1,-1,-1
50,2010-09-09,1.380666971206665,1.3484439293543602,1.3649423185868035,1.3637139994300929,1.3446669578552246,1.3290674130122682,-1,-1,-1
51,2010-09-10,1.3446669578552246,1.3290674130122682,1.3637139994300929,1.3837865719592335,1.3813329935073853,1.285645699501032,1,1,-1
52,2010-09-13,1.3813329935073853,1.285645699501032,1.3837865719592335,1.39818403827637,1.4079999923706057,1.367221808433598,1,1,-1
53,2010-09-14,1.4079999923706057,1.367221808433598,1.39818403827637,1.412327366039437,1.4653329849243164,1.4789994875590082,1,1,1
54,2010-09-15,1.4653329849243164,1.4789994875590082,1.412327366039437,1.4208047723378854,1.3960000276565552,1.562665883699907,-1,-1,1
55,2010-09-16,1.3960000276565552,1.562665883699907,1.4208047723378854,1.4162442594942817,1.348667025566101,1.4260441025098274,1,-1,1
56,2010-09-17,1.348667025566101,1.4260441025098274,1.4162442594942817,1.3904715661982712,1.4040000438690186,1.2797341664637258,1,1,-1
57,2010-09-20,1.4040000438690186,1.2797341664637258,1.3904715661982712,1.344429515963972,1.3846670389175415,1.3426894982655,-1,-1,-1
58,2010-09-21,1.3846670389175415,1.3426894982655,1.344429515963972,1.3041395833841614,1.324666976928711,1.3412230769794249,-1,-1,-1
59,2010-09-22,1.324666976928711,1.3412230769794249,1.3041395833841614,1.292983946995444,1.3040000200271606,1.2871335268020268,-1,-1,-1
60,2010-09-23,1.3040000200271606,1.2871335268020268,1.292983946995444,1.3527183582080993,1.340000033378601,1.2890217145281753,1,1,-1
61,2010-09-24,1.340000033378601,1.2890217145281753,1.3527183582080993,1.408904993480914,1.3686670064926147,1.3558885614075393,1,1,1
62,2010-09-27,1.3686670064926147,1.3558885614075393,1.408904993480914,1.4195631553236163,1.4266669750213623,1.4196224570276001,1,1,1
63,2010-09-28,1.4266669750213623,1.4196224570276001,1.4195631553236163,1.4180489964132377,1.4653329849243164,1.4954896132152697,-1,1,1
64,2010-09-29,1.4653329849243164,1.4954896132152697,1.4180489964132377,1.4224361282913116,1.3606669902801514,1.5871550997095767,-1,-1,1
65,2010-09-30,1.3606669902801514,1.5871550997095767,1.4224361282913116,1.4140494691279688,1.373332977294922,1.3868446509043793,1,1,1
66,2010-10-01,1.373332977294922,1.3868446509043793,1.4140494691279688,1.3904027704885185,1.3993330001831057,1.2581995646160067,1,1,-1
67,2010-10-04,1.3993330001831057,1.2581995646160067,1.3904027704885185,1.3669400092885557,1.4079999923706057,1.2903992454211561,-1,1,-1
68,2010-10-05,1.4079999923706057,1.2903992454211561,1.3669400092885557,1.3449668432086082,1.3639999628067017,1.3878444075586174,-1,-1,-1
69,2010-10-06,1.3639999628067017,1.3878444075586174,1.3449668432086082,1.3334436677137065,1.3619999885559082,1.3872226198510873,-1,-1,1
70,2010-10-07,1.3619999885559082,1.3872226198510873,1.3334436677137065,1.357256276173805,1.3619999885559082,1.3846892913181819,-1,1,1
71,2010-10-08,1.3619999885559082,1.3846892913181819,1.357256276173805,1.3737937443975077,1.3493330478668213,1.3784444808955243,1,-1,1
72,2010-10-11,1.3493330478668213,1.3784444808955243,1.3737937443975077,1.3756511744389575,1.3493330478668213,1.3238438645996098,1,1,-1
73,2010-10-12,1.3493330478668213,1.3238438645996098,1.3756511744389575,1.3712614155129643,1.369333028793335,1.3076661427818124,1,1,-1
74,2010-10-13,1.369333028793335,1.3076661427818124,1.3712614155129643,1.3656035054105613,1.3833329677581787,1.4072880824402603,-1,1,1
75,2010-10-14,1.3833329677581787,1.4072880824402603,1.3656035054105613,1.3590759870547777,1.369333028793335,1.4362218777329474,-1,-1,1
76,2010-10-15,1.369333028793335,1.4362218777329474,1.3590759870547777,1.3588900084553037,1.348667025566101,1.3869332591693109,-1,-1,1
77,2010-10-18,1.348667025566101,1.3869332591693109,1.3588900084553037,1.364569342169575,1.3366669416427612,1.3179787079495213,1,-1,-1
78,2010-10-19,1.3366669416427612,1.3179787079495213,1.364569342169575,1.3636836807133408,1.376667022705078,1.2966231584551622,1,1,-1
79,2010-10-20,1.376667022705078,1.2966231584551622,1.3636836807133408,1.3676238542156804,1.3833329677581787,1.3620006402333775,-1,1,-1
80,2010-10-21,1.3833329677581787,1.3620006402333775,1.3676238542156804,1.3800630684506676,1.3813329935073853,1.4064657330514194,-1,-1,1
81,2010-10-22,1.3813329935073853,1.4064657330514194,1.3800630684506676,1.3935134091650963,1.3899999856948853,1.422509857018838,1,1,1
82,2010-10-25,1.3899999856948853,1.422509857018838,1.3935134091650963,1.415328424788731,1.4240000247955322,1.4243550459545276,1,1,1
83,2010-10-26,1.4240000247955322,1.4243550459545276,1.415328424788731,1.4315157659417337,1.399999976158142,1.4470446507136767,1,-1,1
84,2010-10-27,1.399999976158142,1.4470446507136767,1.4315157659417337,1.425601087692073,1.4126670360565186,1.3885561386746872,1,1,-1
85,2010-10-28,1.4126670360565186,1.3885561386746872,1.425601087692073,1.3920280939651748,1.4559999704360962,1.3898233970010665,-1,1,-1
86,2010-10-29,1.4559999704360962,1.3898233970010665,1.3920280939651748,1.4044533830141832,1.4273329973220823,1.473711172739371,-1,-1,1
87,2010-11-01,1.4273329973220823,1.473711172739371,1.4044533830141832,1.452266514723009,1.4166669845581057,1.451576824982908,1,-1,1
88,2010-11-02,1.4166669845581057,1.451576824982908,1.452266514723009,1.5240673133434155,1.4513330459594729,1.3969109495478165,1,1,-1
89,2010-11-03,1.4513330459594729,1.3969109495478165,1.5240673133434155,1.5552066194325425,1.659999966621399,1.4425996859870587,1,1,-1
90,2010-11-04,1.659999966621399,1.4425996859870587,1.5552066194325425,1.622061524605003,1.6293330192565918,1.7994889458034322,-1,-1,1
91,2010-11-05,1.6293330192565918,1.7994889458034322,1.622061524605003,1.6881524865516857,1.6653330326080322,1.8053996602699272,1,1,1
92,2010-11-08,1.6653330326080322,1.8053996602699272,1.6881524865516857,1.7727593112887547,1.6419999599456787,1.7549329757688668,1,-1,1
93,2010-11-09,1.6419999599456787,1.7549329757688668,1.7727593112887547,1.8779230661774344,1.957332968711853,1.6321778774316726,1,1,-1
94,2010-11-10,1.957332968711853,1.6321778774316726,1.8779230661774344,1.9524538779938274,1.869333028793335,2.0389106313379557,-1,-1,1
95,2010-11-11,1.869333028793335,2.0389106313379557,1.9524538779938274,1.9622644780336864,1.9893330335617063,1.9491330464684324,1,1,1
96,2010-11-12,1.9893330335617063,1.9491330464684324,1.9622644780336864,1.9746557527559316,2.053333044052124,2.071688723565508,-1,1,1
97,2010-11-15,2.053333044052124,2.071688723565508,1.9746557527559316,1.966041261996762,1.9780000448226929,2.1652884085979736,-1,-1,1
98,2010-11-16,1.9780000448226929,2.1652884085979736,1.966041261996762,1.9785878463242819,1.965999960899353,1.9772003253307275,1,-1,-1
99,2010-11-17,1.965999960899353,1.9772003253307275,1.9785878463242819,1.9824041772011776,1.9926669597625728,1.776222391918509,1,1,-1
100,2010-11-18,1.9926669597625728,1.776222391918509,1.9824041772011776,2.0855503634190113,2.065999984741211,1.8632673422520156,1,1,-1
101,2010-11-19,2.065999984741211,1.8632673422520156,2.0855503634190113,2.199525388573048,2.2266669273376465,2.0941556056386617,1,1,1
102,2010-11-22,2.2266669273376465,2.0941556056386617,2.199525388573048,2.2890690941565923,2.3046669960021973,2.480066692818127,1,1,1
103,2010-11-23,2.3046669960021973,2.480066692818127,2.2890690941565923,2.379057587734044,2.3646669387817383,2.532555862265781,1,1,1
104,2010-11-24,2.3646669387817383,2.532555862265781,2.379057587734044,2.431950190543018,2.354666948318481,2.6085113525439283,1,-1,1
105,2010-11-26,2.354666948318481,2.6085113525439283,2.431950190543018,2.4045624829134478,2.2886669635772705,2.3883780598664544,1,-1,1
106,2010-11-29,2.2886669635772705,2.3883780598664544,2.4045624829134478,2.3199538041269556,2.355333089828491,2.0989781181024227,1,1,-1
107,2010-11-30,2.355333089828491,2.0989781181024227,2.3199538041269556,2.1820999142324777,2.289999961853028,2.174177145961039,-1,-1,-1
108,2010-12-01,2.289999961853028,2.174177145961039,2.1820999142324777,2.076753223022135,2.1566669940948486,2.1768218437871383,-1,-1,-1
109,2010-12-02,2.1566669940948486,2.1768218437871383,2.076753223022135,2.034229819552242,2.0993330478668213,2.0561115026476386,-1,-1,-1
110,2010-12-03,2.0993330478668213,2.0561115026476386,2.034229819552242,2.068118569107547,2.02066707611084,2.007555492722531,-1,-1,-1
111,2010-12-06,2.02066707611084,2.007555492722531,2.068118569107547,2.129524284341779,2.1040000915527344,1.9143562793717592,1,1,-1
112,2010-12-07,2.1040000915527344,1.9143562793717592,2.129524284341779,2.160662407333842,2.157999992370605,2.1097559134118455,1,1,1
113,2010-12-08,2.157999992370605,2.1097559134118455,2.160662407333842,2.145328764429065,2.136667013168335,2.3025332450870337,-1,-1,1
114,2010-12-09,2.136667013168335,2.3025332450870337,2.145328764429065,2.0981991732719374,2.101332902908325,2.3237335602448184,-1,-1,1
115,2010-12-10,2.101332902908325,2.3237335602448184,2.0981991732719374,2.0403491909587355,2.0366671085357666,2.2082879861214906,-1,-1,1
116,2010-12-13,2.0366671085357666,2.2082879861214906,2.0403491909587355,2.005240848060521,1.9019999504089355,1.9280894359094418,-1,-1,-1
117,2010-12-14,1.9019999504089355,1.9280894359094418,2.005240848060521,1.9729312035273294,1.97333300113678,1.6392000993128022,1,1,-1
118,2010-12-15,1.97333300113678,1.6392000993128022,1.9729312035273294,1.9788344989491327,2.053999900817871,1.794421601298609,1,1,-1
119,2010-12-16,2.053999900817871,1.794421601298609,1.9788344989491327,2.060472294031571,2.0906670093536377,2.1010443766922435,1,1,1
120,2010-12-17,2.0906670093536377,2.1010443766922435,2.060472294031571,2.182025038665459,2.113332986831665,2.3286227067301297,1,1,1
121,2010-12-20,2.113332986831665,2.3286227067301297,2.182025038665459,2.208036385530284,2.1506669521331787,2.322555307552193,1,1,1
122,2010-12-21,2.1506669521331787,2.322555307552193,2.208036385530284,2.119671413479926,2.175333023071289,2.248556001983445,-1,1,1
123,2010-12-22,2.175333023071289,2.248556001983445,2.119671413479926,1.9647121229768483,2.00600004196167,2.1662883997009885,-1,-1,-1
124,2010-12-23,2.00600004196167,2.1662883997009885,1.9647121229768483,1.8122587880543088,1.703333020210266,1.811666782690736,-1,-1,-1
125,2010-12-27,1.703333020210266,1.811666782690736,1.8122587880543088,1.7206850945238636,1.7606669664382937,1.2820881168026972,1,1,-1
126,2010-12-28,1.7606669664382937,1.2820881168026972,1.7206850945238636,1.6998511212858147,1.848667025566101,1.4480448881765824,-1,1,-1
127,2010-12-29,1.848667025566101,1.4480448881765824,1.6998511212858147,1.7185856017183203,1.7666670083999634,1.8237121343772742,-1,-1,-1
128,2010-12-30,1.7666670083999634,1.8237121343772742,1.7185856017183203,1.7495364777823401,1.775333046913147,1.9279340942730414,-1,1,1
129,2010-12-31,1.775333046913147,1.9279340942730414,1.7495364777823401,1.817602238343828,1.7746670246124268,1.9987325867114123,1,-1,1
130,2011-01-03,1.7746670246124268,1.9987325867114123,1.817602238343828,1.8934495497588595,1.777999997138977,1.946577926478767,1,1,1
131,2011-01-04,1.777999997138977,1.946577926478767,1.8934495497588595,1.9015808503699154,1.7886669635772705,1.7932662526650347,1,1,1
132,2011-01-05,1.7886669635772705,1.7932662526650347,1.9015808503699154,1.8661984330583685,1.858667016029358,1.6626226345733812,1,1,-1
133,2011-01-06,1.858667016029358,1.6626226345733812,1.8661984330583685,1.8505366886714139,1.8826669454574585,1.8138450980163725,-1,1,-1
134,2011-01-07,1.8826669454574585,1.8138450980163725,1.8505366886714139,1.8309423976308585,1.896667003631592,2.017067416516511,-1,1,1
135,2011-01-10,1.896667003631592,2.017067416516511,1.8309423976308585,1.810102672420551,1.797333002090454,1.9778447747241898,-1,-1,1
136,2011-01-11,1.797333002090454,1.9778447747241898,1.810102672420551,1.7992413314646067,1.797333002090454,1.7153990507185881,1,1,-1
137,2011-01-12,1.797333002090454,1.7153990507185881,1.7992413314646067,1.7735578498198927,1.7480000257492063,1.6767099817570852,-1,-1,-1
138,2011-01-13,1.7480000257492063,1.6767099817570852,1.7735578498198927,1.6943336424309916,1.7166670560836792,1.6159556031216198,-1,-1,-1
139,2011-01-14,1.7166670560836792,1.6159556031216198,1.6943336424309916,1.6000816416511583,1.7093329429626465,1.6262008746479353,-1,-1,-1
140,2011-01-18,1.7093329429626465,1.6262008746479353,1.6000816416511583,1.5534920737322289,1.6019999980926514,1.7028889616299239,-1,-1,-1
141,2011-01-19,1.6019999980926514,1.7028889616299239,1.5534920737322289,1.5652238787907764,1.5080000162124634,1.6048445065771375,-1,-1,1
142,2011-01-20,1.5080000162124634,1.6048445065771375,1.5652238787907764,1.5855826479437098,1.5360000133514404,1.424222187199348,1,1,-1
143,2011-01-21,1.5360000133514404,1.424222187199348,1.5855826479437098,1.6283355570712643,1.6326669454574585,1.4579553922027912,1,1,-1
144,2011-01-24,1.6326669454574585,1.4579553922027912,1.6283355570712643,1.6535383162967296,1.6453330516815186,1.678289103505449,1,1,1
145,2011-01-25,1.6453330516815186,1.678289103505449,1.6535383162967296,1.6588636981619782,1.649999976158142,1.8198220173462687,1,1,1
146,2011-01-26,1.649999976158142,1.8198220173462687,1.6588636981619782,1.6652345209678692,1.6613329648971558,1.7921999653208331,1,1,1
147,2011-01-27,1.6613329648971558,1.7921999653208331,1.6652345209678692,1.662922943453177,1.6006669998168943,1.726377054053728,1,-1,1
148,2011-01-28,1.6006669998168943,1.726377054053728,1.662922943453177,1.6259311697776184,1.6066670417785645,1.5217557907153605,1,1,-1
149,2011-01-31,1.6066670417785645,1.5217557907153605,1.6259311697776184,1.5734179624670144,1.593999981880188,1.437534443534787,-1,-1,-1
150,2011-02-01,1.593999981880188,1.437534443534787,1.5734179624670144,1.528144821888785,1.5959999561309814,1.4897780378569223,-1,1,-1
151,2011-02-02,1.5959999561309814,1.4897780378569223,1.528144821888785,1.5362911015866259,1.5753329992294312,1.6070664445560396,-1,-1,1
152,2011-02-03,1.5753329992294312,1.6070664445560396,1.5362911015866259,1.562042971643318,1.5640000104904177,1.6210213025415214,-1,-1,1
153,2011-02-04,1.5640000104904177,1.6210213025415214,1.562042971643318,1.5928378881496046,1.537999987602234,1.5751550436068555,1,-1,1
154,2011-02-07,1.537999987602234,1.5751550436068555,1.5928378881496046,1.5969743782917007,1.6326669454574585,1.5272446036345162,1,1,-1
155,2011-02-08,1.6326669454574585,1.5272446036345162,1.5969743782917007,1.5816277979283937,1.547333002090454,1.6645341356593235,-1,-1,1
156,2011-02-09,1.547333002090454,1.6645341356593235,1.5816277979283937,1.5395129624007213,1.5479999780654907,1.556711184976848,-1,1,1
157,2011-02-10,1.5479999780654907,1.556711184976848,1.5395129624007213,1.5378263542971773,1.5499999523162842,1.538710848492201,-1,1,-1
158,2011-02-11,1.5499999523162842,1.538710848492201,1.5378263542971773,1.5588611608657577,1.5386669635772705,1.5233107447575094,1,-1,-1
159,2011-02-14,1.5386669635772705,1.5233107447575094,1.5588611608657577,1.5885830199142628,1.5226670503616333,1.511289290589616,1,-1,-1
160,2011-02-15,1.5226670503616333,1.511289290589616,1.5885830199142628,1.577907719830903,1.6486669778823853,1.49115632374685,1,1,-1
161,2011-02-16,1.6486669778823853,1.49115632374685,1.577907719830903,1.5590922739789255,1.5733330249786377,1.7165340781175473,-1,-1,1
162,2011-02-17,1.5733330249786377,1.7165340781175473,1.5590922739789255,1.5150374213196052,1.5453330278396606,1.6574437578556172,-1,-1,1
163,2011-02-18,1.5453330278396606,1.6574437578556172,1.5150374213196052,1.4858944601648603,1.4579999446868896,1.5544655680560027,-1,-1,1
164,2011-02-22,1.4579999446868896,1.5544655680560027,1.4858944601648603,1.4867857170822585,1.4553329944610596,1.3133549372359994,1,-1,-1
165,2011-02-23,1.4553329944610596,1.3133549372359994,1.4867857170822585,1.508951559461208,1.5019999742507937,1.3225108862034176,1,1,-1
166,2011-02-24,1.5019999742507937,1.3225108862034176,1.508951559461208,1.520283163419378,1.5740000009536743,1.460089282199533,1,1,-1
167,2011-02-25,1.5740000009536743,1.460089282199533,1.520283163419378,1.5632435848246704,1.5926669836044312,1.6773562073922221,-1,1,1
168,2011-02-28,1.5926669836044312,1.6773562073922221,1.5632435848246704,1.6136391716905107,1.5959999561309814,1.780845232811771,1,1,1
169,2011-03-01,1.5959999561309814,1.780845232811771,1.6136391716905107,1.6658815333469392,1.6013330221176147,1.7426887711035306,1,1,1
170,2011-03-02,1.6013330221176147,1.7426887711035306,1.6658815333469392,1.6761249935647482,1.6239999532699585,1.579443486541095,1,1,-1
171,2011-03-03,1.6239999532699585,1.579443486541095,1.6761249935647482,1.6627083455058418,1.6633330583572388,1.5574218313013262,1,1,-1
172,2011-03-04,1.6633330583572388,1.5574218313013262,1.6627083455058418,1.6314935344312174,1.6626670360565186,1.6093106349453592,-1,-1,-1
173,2011-03-07,1.6626670360565186,1.6093106349453592,1.6314935344312174,1.6201336055187099,1.6440000534057615,1.6777117411313611,-1,-1,1
174,2011-03-08,1.6440000534057615,1.6777117411313611,1.6201336055187099,1.6201286657097014,1.6480000019073486,1.6664228836698385,-1,1,1
175,2011-03-09,1.6480000019073486,1.6664228836698385,1.6201286657097014,1.6143311397775402,1.6006669998168943,1.6459113120998836,-1,-1,-1
176,2011-03-10,1.6006669998168943,1.6459113120998836,1.6143311397775402,1.585743376152781,1.6046669483184814,1.5408892869995725,-1,1,-1
177,2011-03-11,1.6046669483184814,1.5408892869995725,1.585743376152781,1.5468021629713322,1.5499999523162842,1.5430667599009666,-1,-1,-1
178,2011-03-14,1.5499999523162842,1.5430667599009666,1.5468021629713322,1.5229086773132732,1.5299999713897705,1.5012441039091868,-1,-1,-1
179,2011-03-15,1.5299999713897705,1.5012441039091868,1.5229086773132732,1.5233354588125845,1.5213329792022705,1.500310838218411,-1,-1,-1
180,2011-03-16,1.5213329792022705,1.500310838218411,1.5233354588125845,1.524863832485545,1.5206669569015503,1.5155326048598,1,-1,-1
181,2011-03-17,1.5206669569015503,1.5155326048598,1.524863832485545,1.5258617283658389,1.5306669473648071,1.5297560612275447,1,1,1
182,2011-03-18,1.5306669473648071,1.5297560612275447,1.5258617283658389,1.5093165908725732,1.51533305644989,1.5663784186053817,-1,-1,1
183,2011-03-21,1.51533305644989,1.5663784186053817,1.5093165908725732,1.4975394973537255,1.4793330430984497,1.5504221518872328,-1,-1,1
184,2011-03-22,1.4793330430984497,1.5504221518872328,1.4975394973537255,1.4886756405079582,1.480666995048523,1.4628439704583798,1,1,-1
185,2011-03-23,1.480666995048523,1.4628439704583798,1.4886756405079582,1.4995992342371331,1.4886670112609863,1.4476668874440293,1,1,-1
186,2011-03-24,1.4886670112609863,1.4476668874440293,1.4995992342371331,1.4846499970699951,1.5166670083999634,1.4528005480751744,-1,1,-1
187,2011-03-25,1.5166670083999634,1.4528005480751744,1.4846499970699951,1.525878565763166,1.5499999523162842,1.5376673658693107,1,1,1
188,2011-03-28,1.5499999523162842,1.5376673658693107,1.525878565763166,1.6178379968670804,1.5946669578552246,1.6179999430924,1,1,1
189,2011-03-29,1.5946669578552246,1.6179999430924,1.6178379968670804,1.7024008727349293,1.5806670188903809,1.6880224982996879,1,-1,1
190,2011-03-30,1.5806670188903809,1.6880224982996879,1.7024008727349293,1.7592366779244537,1.850000023841858,1.6317334016164295,1,1,1
191,2011-03-31,1.850000023841858,1.6317334016164295,1.7592366779244537,1.777230102844353,1.7773330211639404,1.9871107697435946,-1,-1,1
192,2011-04-01,1.7773330211639404,1.9871107697435946,1.777230102844353,1.7819889656864336,1.722000002861023,1.9069994648302782,1,-1,1
193,2011-04-04,1.722000002861023,1.9069994648302782,1.7819889656864336,1.7894583653888014,1.7799999713897705,1.7048889319030422,1,1,-1
194,2011-04-05,1.7799999713897705,1.7048889319030422,1.7894583653888014,1.7849532303266777,1.7660000324249268,1.6846222241911164,1,-1,-1
195,2011-04-06,1.7660000324249268,1.6846222241911164,1.7849532303266777,1.7591299959026672,1.815999984741211,1.6648224194723298,-1,1,-1
196,2011-04-07,1.815999984741211,1.6648224194723298,1.7591299959026672,1.6822231361722153,1.7660000324249268,1.7736668546859278,-1,-1,-1
197,2011-04-08,1.7660000324249268,1.7736668546859278,1.6822231361722153,1.6597512522514304,1.6846669912338257,1.7710447708741412,-1,-1,1
198,2011-04-11,1.6846669912338257,1.7710447708741412,1.6597512522514304,1.674686863373273,1.6433329582214355,1.6717337647874047,-1,-1,-1
199,2011-04-12,1.6433329582214355,1.6717337647874047,1.674686863373273,1.6783474455551888,1.6619999408721924,1.6084880908647392,1,1,-1
200,2011-04-13,1.6619999408721924,1.6084880908647392,1.6783474455551888,1.6768812496853713,1.6759999990463257,1.5335106730590269,1,1,-1
201,2011-04-14,1.6759999990463257,1.5335106730590269,1.6768812496853713,1.6611140561726818,1.7053329944610596,1.6758889476495824,-1,1,-1
202,2011-04-15,1.7053329944610596,1.6758889476495824,1.6611140561726818,1.6820605474178347,1.668666958808899,1.8232440074025362,-1,-1,1
203,2011-04-18,1.668666958808899,1.8232440074025362,1.6820605474178347,1.7207870015049445,1.6773329973220823,1.759578339249856,1,1,1
204,2011-04-19,1.6773329973220823,1.759578339249856,1.7207870015049445,1.756446642232651,1.7166670560836792,1.7148664752891136,1,1,1
