index,Date,Adj Close
0,2000-01-28,5.970668792724609
1,2000-01-31,6.001767158508301
2,2000-02-01,5.970668792724609
3,2000-02-02,6.001767158508301
4,2000-02-03,5.970668792724609
5,2000-02-04,5.659695625305176
6,2000-02-07,5.379822731018066
7,2000-02-08,4.913363456726074
8,2000-02-09,5.037753582000732
9,2000-02-10,5.286533355712891
10,2000-02-11,5.006654739379883
11,2000-02-14,4.882266521453857
12,2000-02-15,5.193239212036133
13,2000-02-16,5.255432605743408
14,2000-02-17,5.162140846252441
15,2000-02-18,5.224339008331299
16,2000-02-22,5.131045341491699
17,2000-02-23,5.037753582000732
18,2000-02-24,4.944460391998291
19,2000-02-25,5.193239212036133
20,2000-02-28,5.037753582000732
21,2000-02-29,5.410920143127441
22,2000-03-01,5.473113536834717
23,2000-03-02,5.721889972686768
24,2000-03-03,5.442018032073975
25,2000-03-06,5.348724365234375
26,2000-03-07,5.099947452545166
27,2000-03-08,5.162140846252441
28,2000-03-09,5.224339008331299
29,2000-03-10,5.099947452545166
30,2000-03-13,4.851169586181641
31,2000-03-14,4.913363456726074
32,2000-03-15,4.788972854614258
33,2000-03-16,4.851169586181641
34,2000-03-17,4.757878303527832
35,2000-03-20,4.788972854614258
36,2000-03-21,4.788972854614258
37,2000-03-22,4.757878303527832
38,2000-03-23,4.820069789886475
39,2000-03-24,4.851169586181641
40,2000-03-27,4.913363456726074
41,2000-03-28,4.882266521453857
42,2000-03-29,4.882266521453857
43,2000-03-30,4.882266521453857
44,2000-03-31,5.224339008331299
45,2000-04-03,5.131045341491699
46,2000-04-04,5.006654739379883
47,2000-04-05,5.099947452545166
48,2000-04-06,5.379822731018066
49,2000-04-07,5.224339008331299
50,2000-04-10,5.131045341491699
51,2000-04-11,5.255432605743408
52,2000-04-12,5.379822731018066
53,2000-04-13,5.286533355712891
54,2000-04-14,5.037753582000732
55,2000-04-17,5.162140846252441
56,2000-04-18,5.286533355712891
57,2000-04-19,5.442018032073975
58,2000-04-20,5.286533355712891
59,2000-04-24,5.410920143127441
60,2000-04-25,5.597504138946533
61,2000-04-26,5.473113536834717
62,2000-04-27,5.379822731018066
63,2000-04-28,5.908476829528809
64,2000-05-01,5.784085273742676
65,2000-05-02,5.846281051635742
66,2000-05-03,5.752986907958984
67,2000-05-04,5.846281051635742
68,2000-05-05,5.939572334289551
69,2000-05-08,5.908476829528809
70,2000-05-09,5.877377986907959
71,2000-05-10,5.970668792724609
72,2000-05-11,5.970668792724609
73,2000-05-12,5.970668792724609
74,2000-05-15,6.281647205352783
75,2000-05-16,6.15725564956665
76,2000-05-17,6.15725564956665
77,2000-05-18,5.970668792724609
78,2000-05-19,6.032865047454834
79,2000-05-22,5.877377986907959
80,2000-05-23,5.784085273742676
81,2000-05-24,5.659695625305176
82,2000-05-25,5.690794944763184
83,2000-05-26,5.908476829528809
84,2000-05-30,5.815185546875
85,2000-05-31,5.721889972686768
86,2000-06-01,5.597504138946533
87,2000-06-02,5.504211902618408
88,2000-06-05,5.535308837890625
89,2000-06-06,5.628599643707275
90,2000-06-07,5.597504138946533
91,2000-06-08,5.504211902618408
92,2000-06-09,5.597504138946533
93,2000-06-12,5.659695625305176
94,2000-06-13,5.721889972686768
95,2000-06-14,5.752986907958984
96,2000-06-15,5.597504138946533
97,2000-06-16,5.317627429962158
98,2000-06-19,5.473113536834717
99,2000-06-20,5.224339008331299
100,2000-06-21,5.473113536834717
101,2000-06-22,5.317627429962158
102,2000-06-23,5.224339008331299
103,2000-06-26,5.286533355712891
104,2000-06-27,5.473113536834717
105,2000-06-28,5.784085273742676
106,2000-06-29,6.032865047454834
107,2000-06-30,5.037753582000732
108,2000-07-03,5.628599643707275
109,2000-07-05,5.597504138946533
110,2000-07-06,5.597504138946533
111,2000-07-07,5.535308837890625
112,2000-07-10,5.473113536834717
113,2000-07-11,5.597504138946533
114,2000-07-12,5.721889972686768
115,2000-07-13,5.815185546875
116,2000-07-14,5.908476829528809
117,2000-07-17,5.939572334289551
118,2000-07-18,5.970668792724609
119,2000-07-19,5.721889972686768
120,2000-07-20,5.784085273742676
121,2000-07-21,5.784085273742676
122,2000-07-24,5.535308837890625
123,2000-07-25,5.410920143127441
124,2000-07-26,5.379822731018066
125,2000-07-27,5.410920143127441
126,2000-07-28,5.348724365234375
127,2000-07-31,5.659695625305176
128,2000-08-01,5.442018032073975
129,2000-08-02,5.473113536834717
130,2000-08-03,5.348724365234375
131,2000-08-04,5.442018032073975
132,2000-08-07,5.535308837890625
133,2000-08-08,5.317627429962158
134,2000-08-09,5.784085273742676
135,2000-08-10,5.473113536834717
136,2000-08-11,5.721889972686768
137,2000-08-14,5.690794944763184
138,2000-08-15,5.628599643707275
139,2000-08-16,5.784085273742676
140,2000-08-17,5.752986907958984
141,2000-08-18,5.597504138946533
142,2000-08-21,5.348724365234375
143,2000-08-22,5.784085273742676
144,2000-08-23,5.628599643707275
145,2000-08-24,5.597504138946533
146,2000-08-25,5.846281051635742
147,2000-08-28,5.908476829528809
148,2000-08-29,5.846281051635742
149,2000-08-30,5.815185546875
150,2000-08-31,5.815185546875
151,2000-09-01,6.001767158508301
152,2000-09-05,6.343834400177002
153,2000-09-06,6.343834400177002
154,2000-09-07,6.250547409057617
155,2000-09-08,6.219447612762451
156,2000-09-11,6.15725564956665
157,2000-09-12,6.126154899597168
158,2000-09-13,6.312740325927734
159,2000-09-14,6.219447612762451
160,2000-09-15,6.032865047454834
161,2000-09-18,6.001767158508301
162,2000-09-19,6.032865047454834
163,2000-09-20,5.908476829528809
164,2000-09-21,5.628599643707275
165,2000-09-22,5.379822731018066
166,2000-09-25,5.224339008331299
167,2000-09-26,5.193239212036133
168,2000-09-27,5.224339008331299
169,2000-09-28,5.628599643707275
170,2000-09-29,5.504211902618408
171,2000-10-02,5.597504138946533
172,2000-10-03,5.473113536834717
173,2000-10-04,5.659695625305176
174,2000-10-05,5.410920143127441
175,2000-10-06,6.032865047454834
176,2000-10-09,6.032865047454834
177,2000-10-10,6.032865047454834
178,2000-10-11,6.001767158508301
179,2000-10-12,5.908476829528809
180,2000-10-13,6.126154899597168
181,2000-10-16,6.126154899597168
182,2000-10-17,6.063961505889893
183,2000-10-18,6.343834400177002
184,2000-10-19,6.499325275421143
185,2000-10-20,6.437126636505127
186,2000-10-23,6.437126636505127
187,2000-10-24,6.468226909637451
188,2000-10-25,6.188348770141602
189,2000-10-26,6.530419826507568
190,2000-10-27,6.530419826507568
191,2000-10-30,7.090169429779053
192,2000-10-31,7.307849407196045
193,2000-11-01,7.02797794342041
194,2000-11-02,7.214555740356445
195,2000-11-03,6.996880054473877
196,2000-11-06,7.121267795562744
197,2000-11-07,7.2767510414123535
198,2000-11-08,7.183464050292969
199,2000-11-09,7.02797794342041
200,2000-11-10,6.219447612762451
201,2000-11-13,6.468226909637451
202,2000-11-14,7.307849407196045
203,2000-11-15,7.183464050292969
204,2000-11-16,6.965780258178711
205,2000-11-17,7.059073448181152
206,2000-11-20,7.121267795562744
207,2000-11-21,7.090169429779053
208,2000-11-22,7.432240962982178
209,2000-11-24,7.556627750396728
210,2000-11-27,7.4011430740356445
211,2000-11-28,7.4011430740356445
212,2000-11-29,7.4011430740356445
213,2000-11-30,7.307849407196045
214,2000-12-01,7.432240962982178
215,2000-12-04,7.370046615600586
216,2000-12-05,7.49443244934082
217,2000-12-06,7.4633355140686035
218,2000-12-07,7.4633355140686035
219,2000-12-08,7.929794311523437
220,2000-12-11,7.960893630981445
221,2000-12-12,7.960893630981445
222,2000-12-13,7.4011430740356445
223,2000-12-14,6.996880054473877
224,2000-12-15,7.152363300323486
225,2000-12-18,7.4011430740356445
226,2000-12-19,7.4011430740356445
227,2000-12-20,7.774308204650879
228,2000-12-21,7.774308204650879
229,2000-12-22,7.836503505706787
230,2000-12-26,7.867599010467529
231,2000-12-27,8.302960395812988
232,2000-12-28,8.209672927856445
233,2000-12-29,8.023089408874512
234,2001-01-02,7.774308204650879
235,2001-01-03,7.836503505706787
236,2001-01-04,8.116378784179688
237,2001-01-05,7.805405616760254
238,2001-01-08,7.960893630981445
239,2001-01-09,7.805405616760254
240,2001-01-10,7.4633355140686035
241,2001-01-11,7.121267795562744
242,2001-01-12,7.02797794342041
243,2001-01-16,7.214555740356445
244,2001-01-17,7.059073448181152
245,2001-01-18,6.965780258178711
246,2001-01-19,6.717001438140869
247,2001-01-22,6.65480899810791
248,2001-01-23,7.090169429779053
249,2001-01-24,7.02797794342041
250,2001-01-25,7.121267795562744
251,2001-01-26,7.059073448181152
252,2001-01-29,6.866267204284668
253,2001-01-30,6.965780258178711
254,2001-01-31,7.015538692474365
255,2001-02-01,6.985685348510742
256,2001-02-02,6.990658283233643
257,2001-02-05,7.065295219421387
258,2001-02-06,7.139925003051758
259,2001-02-07,7.065295219421387
260,2001-02-08,7.060315608978272
261,2001-02-09,7.075242042541504
262,2001-02-12,7.055341720581055
263,2001-02-13,7.075242042541504
264,2001-02-14,7.03046464920044
265,2001-02-15,7.085195064544678
266,2001-02-16,7.015538692474365
267,2001-02-20,6.975730419158936
268,2001-02-21,6.940904140472412
269,2001-02-22,6.76676082611084
270,2001-02-23,6.906074523925781
271,2001-02-26,7.214555740356445
272,2001-02-27,7.120023250579834
273,2001-02-28,7.214555740356445
274,2001-03-01,7.154852390289307
275,2001-03-02,7.214555740356445
276,2001-03-05,7.453386306762695
277,2001-03-06,7.36382532119751
278,2001-03-07,7.418556690216064
279,2001-03-08,7.314070701599121
280,2001-03-09,7.333975315093994
281,2001-03-12,7.110071182250977
282,2001-03-13,6.781686305999756
283,2001-03-14,6.8314409255981445
